turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,nombre_casilla,tipo_casilla,precio_casilla,color_casilla,compra_realizada,alquiler_realizado,alquiler_teorico,pago_real,dinero_inicial_turno,dinero_final_turno,propiedades_antes,propiedades_despues
33,3,carla,2,2,4,25,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9696,9696,3,3
34,4,diego,5,6,11,18,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9820,9820,1,1
35,5,elena,3,4,7,25,32,no,verde1,propiedad,300,verde,si,no,0,0,9916,9616,0,1
36,6,fernando,6,1,7,16,23,no,suerte4,suerte,0,ninguno,no,no,0,0,9740,9740,1,1
37,7,gema,2,3,5,21,26,no,estacion3,estacion,200,estacion,no,si,40,40,9840,9800,1,1
38,8,hugo,6,2,8,19,27,no,amarillo1,propiedad,260,amarillo,si,no,0,0,9800,9540,1,2
39,9,irene,2,5,7,19,26,no,estacion3,estacion,200,estacion,no,si,40,40,9768,9728,2,2
40,10,javier,3,5,8,17,25,no,rojo3,propiedad,240,rojo,no,si,48,48,9940,9892,0,0
41,1,ana,4,1,5,26,31,no,carcel,carcel,0,ninguno,no,no,0,0,9880,9880,1,1
42,2,bob,2,5,7,30,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9500,9500,2,2
43,3,carla,1,5,6,29,35,no,verde3,propiedad,320,verde,si,no,0,0,9744,9424,3,4
44,4,diego,4,6,10,29,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9820,9820,1,1
45,5,elena,3,1,4,32,36,no,estacion4,estacion,200,estacion,si,no,0,0,9616,9416,1,2
46,6,fernando,3,5,8,23,31,no,carcel,carcel,0,ninguno,no,no,0,0,9740,9740,1,1
47,7,gema,1,4,5,26,31,no,carcel,carcel,0,ninguno,no,no,0,0,9800,9800,1,1
48,8,hugo,3,2,5,27,32,no,verde1,propiedad,300,verde,no,si,60,60,9540,9480,2,2
49,9,irene,2,4,6,26,32,no,verde1,propiedad,300,verde,no,si,60,60,9728,9668,2,2
50,10,javier,3,3,6,25,31,no,carcel,carcel,0,ninguno,no,no,0,0,9892,9892,0,0
51,1,ana,5,6,11,31,2,si,morado1,propiedad,60,morado,si,no,0,0,9880,9820,1,2
52,2,bob,2,4,6,37,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9500,9500,2,2
53,3,carla,6,2,8,35,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9424,9424,4,4
54,4,diego,2,1,3,39,2,si,morado1,propiedad,60,morado,no,si,12,12,9820,9808,1,1
55,5,elena,6,6,12,36,8,si,suerte2,suerte,0,ninguno,no,no,0,0,9536,9536,2,2
56,6,fernando,5,4,9,31,40,no,azul2,propiedad,400,azul,si,no,0,0,9740,9340,1,2
57,7,gema,1,1,2,31,33,no,verde2,propiedad,300,verde,si,no,0,0,9800,9500,1,2
58,8,hugo,4,6,10,32,2,si,morado1,propiedad,60,morado,no,si,12,12,9480,9468,2,2
59,9,irene,6,3,9,32,1,si,salida,salida,0,ninguno,no,no,0,0,9668,9668,2,2
60,10,javier,3,6,9,31,40,no,azul2,propiedad,400,azul,no,si,80,80,9892,9812,0,0
61,1,ana,5,6,11,2,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9844,9844,2,2
62,2,bob,4,4,8,3,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9500,9500,2,2
63,3,carla,1,6,7,3,10,no,gris3,propiedad,120,gris,no,si,24,24,9424,9400,4,4
64,4,diego,6,2,8,2,10,no,gris3,propiedad,120,gris,no,si,24,24,9808,9784,1,1
65,5,elena,3,6,9,8,17,no,naranja1,propiedad,180,naranja,no,si,36,36,9536,9500,2,2
66,6,fernando,3,1,4,40,4,si,morado2,propiedad,60,morado,si,no,0,0,9420,9360,2,3
67,7,gema,6,6,12,33,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,9500,9500,2,2
68,8,hugo,6,2,8,2,10,no,gris3,propiedad,120,gris,no,si,24,24,9504,9480,2,2
69,9,irene,4,3,7,1,8,no,suerte2,suerte,0,ninguno,no,no,0,0,9740,9740,2,2
70,10,javier,3,3,6,40,6,si,estacion1,estacion,200,estacion,no,si,40,40,9812,9772,0,0
71,1,ana,5,4,9,13,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9844,9800,2,2
72,2,bob,1,4,5,11,16,no,estacion2,estacion,200,estacion,no,si,40,40,9544,9504,2,2
73,3,carla,3,3,6,10,16,no,estacion2,estacion,200,estacion,no,si,40,40,9400,9360,4,4
74,4,diego,3,3,6,10,16,no,estacion2,estacion,200,estacion,no,si,40,40,9824,9784,1,1
75,5,elena,6,5,11,17,28,no,amarillo2,propiedad,260,amarillo,si,no,0,0,9500,9240,2,3
76,6,fernando,6,3,9,4,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9480,9480,3,3
77,7,gema,4,2,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9500,9500,2,2
78,8,hugo,5,3,8,10,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9480,9480,2,2
79,9,irene,6,1,7,8,15,no,rosa3,propiedad,160,rosa,no,si,32,32,9740,9708,2,2
80,10,javier,1,4,5,6,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9772,9772,0,0
81,1,ana,3,4,7,22,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9800,9800,2,2
82,2,bob,2,6,8,16,24,no,rojo2,propiedad,220,rojo,si,no,0,0,9504,9284,2,3
83,3,carla,5,1,6,16,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9360,9316,4,4
84,4,diego,2,2,4,16,20,no,naranja3,propiedad,200,naranja,si,no,0,0,9784,9584,1,2
85,5,elena,6,6,12,28,40,no,azul2,propiedad,400,azul,no,si,80,80,9240,9160,3,3
86,6,fernando,2,6,8,13,21,no,parking,parking,0,ninguno,no,no,0,0,9560,9560,3,3
87,7,gema,3,2,5,11,16,no,estacion2,estacion,200,estacion,no,si,40,40,9532,9492,2,2
88,8,hugo,1,3,4,18,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9480,9436,2,2
89,9,irene,1,5,6,15,21,no,parking,parking,0,ninguno,no,no,0,0,9708,9708,2,2
90,10,javier,5,5,10,11,21,no,parking,parking,0,ninguno,no,no,0,0,9772,9772,0,0
91,1,ana,2,2,4,29,33,no,verde2,propiedad,300,verde,no,si,60,60,9800,9740,2,2
92,2,bob,5,4,9,24,33,no,verde2,propiedad,300,verde,no,si,60,60,9372,9312,3,3
93,3,carla,5,6,11,22,33,no,verde2,propiedad,300,verde,no,si,60,60,9316,9256,4,4
94,4,diego,4,2,6,20,26,no,estacion3,estacion,200,estacion,no,si,40,40,9584,9544,2,2
95,5,elena,1,4,5,40,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,9160,9160,3,3
96,6,fernando,4,3,7,21,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9600,9548,3,3
97,7,gema,1,1,2,16,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9672,9672,2,2
98,8,hugo,5,4,9,22,31,no,carcel,carcel,0,ninguno,no,no,0,0,9436,9436,2,2
99,9,irene,2,5,7,21,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9708,9656,2,2
100,10,javier,4,4,8,21,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9772,9772,0,0
101,1,ana,1,5,6,33,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9780,9780,2,2
102,2,bob,4,6,10,33,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9312,9312,3,3
103,3,carla,6,2,8,33,1,si,salida,salida,0,ninguno,no,no,0,0,9256,9256,4,4
104,4,diego,3,1,4,26,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,9544,9488,2,2
105,5,elena,3,3,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9264,9264,3,3
106,6,fernando,1,6,7,28,35,no,verde3,propiedad,320,verde,no,si,64,64,9548,9484,3,3
107,7,gema,5,4,9,18,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,9672,9620,2,2
108,8,hugo,5,1,6,31,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9488,9488,2,2
109,9,irene,5,1,6,28,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9656,9656,2,2
110,10,javier,6,5,11,29,40,no,azul2,propiedad,400,azul,no,si,80,80,9772,9692,0,0
111,1,ana,1,3,4,39,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9780,9780,2,2
112,2,bob,3,3,6,3,9,no,gris2,propiedad,100,gris,no,si,20,20,9368,9348,3,3
113,3,carla,2,3,5,1,6,no,estacion1,estacion,200,estacion,no,si,40,40,9340,9300,4,4
114,4,diego,1,2,3,30,33,no,verde2,propiedad,300,verde,no,si,60,60,9528,9468,2,2
115,5,elena,5,5,10,11,21,no,parking,parking,0,ninguno,no,no,0,0,9264,9264,3,3
116,6,fernando,4,3,7,35,2,si,morado1,propiedad,60,morado,no,si,12,12,9564,9552,3,3
117,7,gema,5,2,7,27,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9680,9680,2,2
118,8,hugo,6,1,7,37,4,si,morado2,propiedad,60,morado,no,si,12,12,9488,9476,2,2
119,9,irene,2,1,3,34,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9656,9656,2,2
120,10,javier,5,1,6,40,6,si,estacion1,estacion,200,estacion,no,si,40,40,9692,9652,0,0
121,1,ana,5,4,9,3,12,no,rosa1,propiedad,140,rosa,si,no,0,0,9792,9652,2,3
122,2,bob,4,2,6,9,15,no,rosa3,propiedad,160,rosa,no,si,32,32,9348,9316,3,3
123,3,carla,1,6,7,6,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9300,9300,4,4
124,4,diego,2,1,3,33,36,no,estacion4,estacion,200,estacion,no,si,40,40,9508,9468,2,2
125,5,elena,6,2,8,21,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9304,9304,3,3
126,6,fernando,4,1,5,2,7,no,gris1,propiedad,100,gris,no,si,20,20,9564,9544,3,3
127,7,gema,2,4,6,34,40,no,azul2,propiedad,400,azul,no,si,80,80,9712,9632,2,2
128,8,hugo,3,6,9,4,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9476,9476,2,2
129,9,irene,4,4,8,37,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,9676,9676,2,2
130,10,javier,4,4,8,6,14,no,rosa2,propiedad,140,rosa,si,no,0,0,9652,9512,0,1
131,1,ana,6,3,9,12,21,no,parking,parking,0,ninguno,no,no,0,0,9652,9652,3,3
132,2,bob,1,2,3,15,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9316,9316,3,3
133,3,carla,5,6,11,13,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9300,9256,4,4
134,4,diego,5,4,9,36,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,9468,9468,2,2
135,5,elena,4,1,5,29,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9304,9304,3,3
136,6,fernando,2,5,7,7,14,no,rosa2,propiedad,140,rosa,no,si,28,28,9624,9596,3,3
137,7,gema,1,1,2,40,2,si,morado1,propiedad,60,morado,no,si,12,12,9632,9620,2,2
138,8,hugo,2,5,7,13,20,no,naranja3,propiedad,200,naranja,no,si,40,40,9476,9436,2,2
139,9,irene,1,6,7,5,12,no,rosa1,propiedad,140,rosa,no,si,28,28,9676,9648,2,2
140,10,javier,3,5,8,14,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9540,9496,1,1
141,1,ana,5,3,8,21,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9692,9692,3,3
142,2,bob,4,3,7,18,25,no,rojo3,propiedad,240,rojo,no,si,48,48,9404,9356,3,3
143,3,carla,5,2,7,24,31,no,carcel,carcel,0,ninguno,no,no,0,0,9304,9304,4,4
144,4,diego,6,4,10,5,15,no,rosa3,propiedad,160,rosa,no,si,32,32,9508,9476,2,2
145,5,elena,6,6,12,34,6,si,estacion1,estacion,200,estacion,no,si,40,40,9304,9264,3,3
146,6,fernando,5,5,10,14,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9596,9552,3,3
147,7,gema,1,2,3,2,5,no,impuesto1,impuesto,200,ninguno,no,no,0,0,9652,9652,2,2
148,8,hugo,2,4,6,20,26,no,estacion3,estacion,200,estacion,no,si,40,40,9436,9396,2,2
149,9,irene,3,6,9,12,21,no,parking,parking,0,ninguno,no,no,0,0,9648,9648,2,2
150,10,javier,4,2,6,22,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9496,9444,1,1
151,1,ana,3,6,9,29,38,no,azul1,propiedad,350,azul,si,no,0,0,9732,9382,3,4
152,2,bob,3,5,8,25,33,no,verde2,propiedad,300,verde,no,si,60,60,9400,9340,3,3
153,3,carla,1,1,2,31,33,no,verde2,propiedad,300,verde,no,si,60,60,9304,9244,4,4
154,4,diego,3,5,8,15,23,no,suerte4,suerte,0,ninguno,no,no,0,0,9516,9516,2,2
155,5,elena,3,5,8,6,14,no,rosa2,propiedad,140,rosa,no,si,28,28,9316,9288,3,3
156,6,fernando,3,2,5,24,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9552,9552,3,3
157,7,gema,6,2,8,5,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9772,9772,2,2
158,8,hugo,3,2,5,26,31,no,carcel,carcel,0,ninguno,no,no,0,0,9396,9396,2,2
159,9,irene,2,5,7,21,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9648,9596,2,2
160,10,javier,2,1,3,28,31,no,carcel,carcel,0,ninguno,no,no,0,0,9472,9472,1,1
161,1,ana,6,4,10,38,8,si,suerte2,suerte,0,ninguno,no,no,0,0,9382,9382,4,4
162,2,bob,3,4,7,33,40,no,azul2,propiedad,400,azul,no,si,80,80,9340,9260,3,3
163,3,carla,1,5,6,33,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9244,9244,4,4
164,4,diego,3,3,6,23,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9516,9516,2,2
165,5,elena,3,2,5,14,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9340,9304,3,3
166,6,fernando,5,4,9,29,38,no,azul1,propiedad,350,azul,no,si,70,70,9632,9562,3,3
167,7,gema,5,2,7,13,20,no,naranja3,propiedad,200,naranja,no,si,40,40,9772,9732,2,2
168,8,hugo,4,4,8,31,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9396,9396,2,2
169,9,irene,3,6,9,28,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9596,9596,2,2
170,10,javier,6,3,9,31,40,no,azul2,propiedad,400,azul,no,si,80,80,9472,9392,1,1
171,1,ana,5,6,11,8,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9452,9416,4,4
172,2,bob,5,1,6,40,6,si,estacion1,estacion,200,estacion,no,si,40,40,9260,9220,3,3
173,3,carla,2,3,5,39,4,si,morado2,propiedad,60,morado,no,si,12,12,9316,9304,4,4
174,4,diego,1,6,7,29,36,no,estacion4,estacion,200,estacion,no,si,40,40,9596,9556,2,2
175,5,elena,6,1,7,19,26,no,estacion3,estacion,200,estacion,no,si,40,40,9344,9304,3,3
176,6,fernando,1,5,6,38,4,si,morado2,propiedad,60,morado,no,no,0,0,9654,9654,3,3
177,7,gema,4,3,7,20,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,9732,9680,2,2
178,8,hugo,5,6,11,39,10,si,gris3,propiedad,120,gris,no,si,24,24,9448,9424,2,2
179,9,irene,6,2,8,37,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,9620,9620,2,2
180,10,javier,2,4,6,40,6,si,estacion1,estacion,200,estacion,no,si,40,40,9392,9352,1,1
181,1,ana,4,3,7,19,26,no,estacion3,estacion,200,estacion,no,no,0,0,9456,9456,4,4
182,2,bob,1,3,4,6,10,no,gris3,propiedad,120,gris,no,si,24,24,9220,9196,3,3
183,3,carla,4,4,8,4,12,no,rosa1,propiedad,140,rosa,no,si,28,28,9304,9276,4,4
184,4,diego,3,2,5,36,1,si,salida,salida,0,ninguno,no,no,0,0,9596,9596,2,2
185,5,elena,3,4,7,26,33,no,verde2,propiedad,300,verde,no,si,60,60,9304,9244,3,3
186,6,fernando,2,3,5,4,9,no,gris2,propiedad,100,gris,no,si,20,20,9654,9634,3,3
187,7,gema,3,1,4,27,31,no,carcel,carcel,0,ninguno,no,no,0,0,9740,9740,2,2
188,8,hugo,6,2,8,10,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9424,9424,2,2
189,9,irene,5,1,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9644,9644,2,2
190,10,javier,1,1,2,6,8,no,suerte2,suerte,0,ninguno,no,no,0,0,9352,9352,1,1
191,1,ana,4,1,5,26,31,no,carcel,carcel,0,ninguno,no,no,0,0,9484,9484,4,4
192,2,bob,1,5,6,10,16,no,estacion2,estacion,200,estacion,no,si,40,40,9196,9156,3,3
193,3,carla,4,6,10,12,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9296,9252,4,4
194,4,diego,2,1,3,1,4,no,morado2,propiedad,60,morado,no,si,12,12,9596,9584,2,2
195,5,elena,6,5,11,33,4,si,morado2,propiedad,60,morado,no,si,12,12,9244,9232,3,3
196,6,fernando,2,1,3,9,12,no,rosa1,propiedad,140,rosa,no,si,28,28,9698,9670,3,3
197,7,gema,6,4,10,31,1,si,salida,salida,0,ninguno,no,no,0,0,9740,9740,2,2
198,8,hugo,5,3,8,18,26,no,estacion3,estacion,200,estacion,no,si,40,40,9424,9384,2,2
199,9,irene,1,2,3,11,14,no,rosa2,propiedad,140,rosa,no,si,28,28,9644,9616,2,2
200,10,javier,3,4,7,8,15,no,rosa3,propiedad,160,rosa,no,si,32,32,9380,9348,1,1
201,1,ana,1,4,5,31,36,no,estacion4,estacion,200,estacion,no,si,40,40,9552,9512,4,4
202,2,bob,5,6,11,16,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,9200,9148,3,3
203,3,carla,4,2,6,22,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9252,9200,4,4
204,4,diego,3,6,9,4,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9584,9584,2,2
205,5,elena,2,4,6,4,10,no,gris3,propiedad,120,gris,no,si,24,24,9324,9300,3,3
206,6,fernando,6,1,7,12,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9670,9634,3,3
207,7,gema,5,1,6,1,7,no,gris1,propiedad,100,gris,no,si,20,20,9772,9752,2,2
208,8,hugo,1,1,2,26,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9436,9384,2,2
209,9,irene,4,5,9,14,23,no,suerte4,suerte,0,ninguno,no,no,0,0,9660,9660,2,2
210,10,javier,2,5,7,15,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9348,9304,1,1
211,1,ana,3,5,8,36,4,si,morado2,propiedad,60,morado,no,si,12,12,9512,9500,4,4
212,2,bob,2,6,8,27,35,no,verde3,propiedad,320,verde,no,si,64,64,9192,9128,3,3
213,3,carla,2,2,4,28,32,no,verde1,propiedad,300,verde,no,si,60,60,9300,9240,4,4
214,4,diego,5,6,11,13,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9584,9540,2,2
215,5,elena,3,4,7,10,17,no,naranja1,propiedad,180,naranja,no,si,36,36,9412,9376,3,3
216,6,fernando,6,1,7,19,26,no,estacion3,estacion,200,estacion,no,si,40,40,9646,9606,3,3
217,7,gema,2,3,5,7,12,no,rosa1,propiedad,140,rosa,no,si,28,28,9752,9724,2,2
218,8,hugo,6,2,8,28,36,no,estacion4,estacion,200,estacion,no,si,40,40,9420,9380,2,2
219,9,irene,2,5,7,23,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,9660,9604,2,2
220,10,javier,3,5,8,22,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,9304,9248,1,1
221,1,ana,4,1,5,4,9,no,gris2,propiedad,100,gris,no,si,20,20,9568,9548,4,4
222,2,bob,2,5,7,35,2,si,morado1,propiedad,60,morado,no,si,12,12,9284,9272,3,3
223,3,carla,1,5,6,32,38,no,azul1,propiedad,350,azul,no,si,70,70,9260,9190,4,4
224,4,diego,4,6,10,24,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9540,9540,2,2
225,5,elena,3,1,4,17,21,no,parking,parking,0,ninguno,no,no,0,0,9416,9416,3,3
226,6,fernando,3,5,8,26,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9606,9606,3,3
227,7,gema,1,4,5,12,17,no,naranja1,propiedad,180,naranja,no,si,36,36,9724,9688,2,2
228,8,hugo,3,2,5,36,1,si,salida,salida,0,ninguno,no,no,0,0,9416,9416,2,2
229,9,irene,2,4,6,30,36,no,estacion4,estacion,200,estacion,no,si,40,40,9604,9564,2,2
230,10,javier,3,3,6,30,36,no,estacion4,estacion,200,estacion,no,si,40,40,9248,9208,1,1
231,1,ana,5,6,11,9,20,no,naranja3,propiedad,200,naranja,no,si,40,40,9630,9590,4,4
232,2,bob,2,4,6,2,8,no,suerte2,suerte,0,ninguno,no,no,0,0,9272,9272,3,3
233,3,carla,6,2,8,38,6,si,estacion1,estacion,200,estacion,no,si,40,40,9190,9150,4,4
234,4,diego,2,1,3,34,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9620,9620,2,2
235,5,elena,6,6,12,21,33,no,verde2,propiedad,300,verde,no,si,60,60,9496,9436,3,3
236,6,fernando,5,4,9,34,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9606,9606,3,3
237,7,gema,1,1,2,17,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9748,9712,2,2
238,8,hugo,4,6,10,1,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9416,9416,2,2
239,9,irene,6,3,9,36,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,9564,9564,2,2
240,10,javier,3,6,9,36,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,9208,9208,1,1
241,1,ana,5,6,11,20,31,no,carcel,carcel,0,ninguno,no,no,0,0,9590,9590,4,4
242,2,bob,4,4,8,8,16,no,estacion2,estacion,200,estacion,no,si,40,40,9272,9232,3,3
243,3,carla,1,6,7,6,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9186,9186,4,4
244,4,diego,6,2,8,37,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,9620,9620,2,2
245,5,elena,3,6,9,33,2,si,morado1,propiedad,60,morado,no,si,12,12,9436,9424,3,3
246,6,fernando,3,1,4,3,7,no,gris1,propiedad,100,gris,no,si,20,20,9646,9626,3,3
247,7,gema,6,6,12,19,31,no,carcel,carcel,0,ninguno,no,no,0,0,9712,9712,2,2
248,8,hugo,6,2,8,11,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9416,9380,2,2
249,9,irene,4,3,7,5,12,no,rosa1,propiedad,140,rosa,no,si,28,28,9584,9556,2,2
250,10,javier,3,3,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9208,9208,1,1
251,1,ana,5,4,9,31,40,no,azul2,propiedad,400,azul,no,si,80,80,9630,9550,4,4
252,2,bob,1,4,5,16,21,no,parking,parking,0,ninguno,no,no,0,0,9232,9232,3,3
253,3,carla,3,3,6,13,19,no,naranja2,propiedad,180,naranja,no,no,0,0,9222,9222,4,4
254,4,diego,3,3,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9620,9620,2,2
255,5,elena,6,5,11,2,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9424,9424,3,3
256,6,fernando,6,3,9,7,16,no,estacion2,estacion,200,estacion,no,no,0,0,9706,9706,3,3
257,7,gema,4,2,6,31,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9712,9712,2,2
258,8,hugo,5,3,8,19,27,no,amarillo1,propiedad,260,amarillo,no,no,0,0,9380,9380,2,2
259,9,irene,6,1,7,12,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9556,9520,2,2
